Estatus Legal,Ubicación,Genero,Grupo Etario,Edad,País de Origen,Estado Civil
OTRO DE INTERÉS,2,1,3,32,66,2
OTRO DE INTERÉS,2,1,0,10,66,2
OTRO DE INTERÉS,5,1,3,33,12,5
OTRO DE INTERÉS,5,0,3,34,66,5
OTRO DE INTERÉS,2,0,3,43,66,2
OTRO DE INTERÉS,0,1,2,28,66,4
OTRO DE INTERÉS,2,1,1,17,66,2
OTRO DE INTERÉS,2,1,1,14,66,2
OTRO DE INTERÉS,0,0,2,22,66,4
OTRO DE INTERÉS,5,1,3,49,12,4
OTRO DE INTERÉS,2,0,3,44,7,0
OTRO DE INTERÉS,2,1,2,25,66,4
OTRO DE INTERÉS,2,1,0,2,50,2
OTRO DE INTERÉS,2,1,3,60,66,6
OTRO DE INTERÉS,2,1,0,0,50,2
OTRO DE INTERÉS,5,1,2,20,12,4
SOLICITANTE DE ASILO,2,0,0,10,66,4
OTRO DE INTERÉS,5,0,2,23,12,4
OTRO DE INTERÉS,2,1,2,30,12,5
OTRO DE INTERÉS,5,1,0,3,12,4
OTRO DE INTERÉS,0,0,3,62,66,1
OTRO DE INTERÉS,2,0,2,28,66,2
OTRO DE INTERÉS,2,1,3,35,12,5
SOLICITANTE DE ASILO,3,1,3,35,12,4
SOLICITANTE DE ASILO,3,0,3,35,12,2
SOLICITANTE DE ASILO,3,1,0,8,12,2
SOLICITANTE DE ASILO,3,0,0,1,12,2
SOLICITANTE DE ASILO,3,1,3,33,12,2
OTRO DE INTERÉS,7,1,0,11,12,4
OTRO DE INTERÉS,5,1,3,33,12,5
OTRO DE INTERÉS,0,0,2,19,66,4
OTRO DE INTERÉS,5,0,3,39,12,5
OTRO DE INTERÉS,5,1,1,12,12,4
OTRO DE INTERÉS,5,1,0,10,12,4
OTRO DE INTERÉS,1,1,3,47,12,4
OTRO DE INTERÉS,0,1,2,27,66,4
SOLICITANTE DE ASILO,9,0,3,39,12,4
SOLICITANTE DE ASILO,9,0,1,16,12,4
OTRO DE INTERÉS,5,1,2,25,12,4
SOLICITANTE DE ASILO,9,0,0,6,12,4
SOLICITANTE DE ASILO,9,1,0,4,12,4
OTRO DE INTERÉS,5,1,3,37,7,4
OTRO DE INTERÉS,1,0,3,61,12,4
OTRO DE INTERÉS,1,0,1,14,12,4
OTRO DE INTERÉS,1,0,0,9,12,4
OTRO DE INTERÉS,2,0,2,23,66,4
OTRO DE INTERÉS,2,1,2,22,66,2
OTRO DE INTERÉS,2,1,0,6,66,2
OTRO DE INTERÉS,2,0,0,4,50,2
OTRO DE INTERÉS,2,0,2,29,12,2
OTRO DE INTERÉS,2,1,2,30,12,2
OTRO DE INTERÉS,2,1,0,1,12,2
OTRO DE INTERÉS,2,0,2,25,12,4
OTRO DE INTERÉS,2,0,2,30,12,2
OTRO DE INTERÉS,2,1,2,20,12,2
OTRO DE INTERÉS,2,1,2,27,12,2
OTRO DE INTERÉS,2,0,1,13,12,2
OTRO DE INTERÉS,2,0,0,7,12,2
SOLICITANTE DE ASILO,0,1,3,41,66,4
OTRO DE INTERÉS,2,1,2,28,12,5
OTRO DE INTERÉS,2,1,3,32,12,5
OTRO DE INTERÉS,2,0,3,31,12,4
OTRO DE INTERÉS,2,0,1,15,12,2
OTRO DE INTERÉS,2,1,0,3,12,2
OTRO DE INTERÉS,2,1,0,6,12,2
OTRO DE INTERÉS,5,1,2,20,12,4
OTRO DE INTERÉS,2,0,2,27,12,4
OTRO DE INTERÉS,2,0,0,0,12,2
OTRO DE INTERÉS,2,0,2,26,66,4
OTRO DE INTERÉS,2,1,2,27,66,2
OTRO DE INTERÉS,2,0,0,5,66,2
OTRO DE INTERÉS,2,1,0,4,12,2
OTRO DE INTERÉS,5,1,2,29,5,0
OTRO DE INTERÉS,3,0,2,26,12,0
OTRO DE INTERÉS,3,1,3,31,12,0
OTRO DE INTERÉS,3,0,0,2,12,4
OTRO DE INTERÉS,0,0,3,41,12,4
OTRO DE INTERÉS,3,1,3,37,12,4
OTRO DE INTERÉS,0,0,0,6,12,4
OTRO DE INTERÉS,5,1,2,19,12,0
OTRO DE INTERÉS,2,0,2,24,66,4
OTRO DE INTERÉS,2,1,0,5,66,2
OTRO DE INTERÉS,5,1,2,29,12,5
OTRO DE INTERÉS,2,0,3,42,66,2
OTRO DE INTERÉS,5,0,3,42,12,4
OTRO DE INTERÉS,5,0,2,23,12,5
OTRO DE INTERÉS,5,1,0,7,12,4
SOLICITANTE DE ASILO,3,0,2,20,12,4
OTRO DE INTERÉS,5,0,2,21,12,5
OTRO DE INTERÉS,5,1,0,6,12,4
OTRO DE INTERÉS,5,1,0,2,12,4
OTRO DE INTERÉS,2,1,2,29,66,4
OTRO DE INTERÉS,5,1,0,5,66,4
OTRO DE INTERÉS,5,1,2,25,12,5
OTRO DE INTERÉS,2,0,3,35,66,4
OTRO DE INTERÉS,2,0,1,14,66,2
OTRO DE INTERÉS,2,1,2,30,66,4
OTRO DE INTERÉS,5,0,2,29,12,5
OTRO DE INTERÉS,2,0,1,12,66,2
OTRO DE INTERÉS,5,1,3,32,12,5
OTRO DE INTERÉS,2,1,0,6,66,2
OTRO DE INTERÉS,5,1,0,2,12,4
SOLICITANTE DE ASILO,5,0,0,6,12,4
SOLICITANTE DE ASILO,5,0,0,8,12,4
OTRO DE INTERÉS,2,0,2,26,66,4
OTRO DE INTERÉS,2,1,2,27,66,2
SOLICITANTE DE ASILO,9,0,2,25,12,5
OTRO DE INTERÉS,2,0,0,3,50,2
OTRO DE INTERÉS,2,1,0,7,66,2
OTRO DE INTERÉS,2,0,0,5,66,2
OTRO DE INTERÉS,2,0,3,44,66,2
OTRO DE INTERÉS,5,1,3,41,66,5
OTRO DE INTERÉS,2,0,1,16,66,2
SOLICITANTE DE ASILO,9,1,3,40,12,5
OTRO DE INTERÉS,5,0,0,2,66,4
SOLICITANTE DE ASILO,0,0,3,34,15,4
OTRO DE INTERÉS,5,1,0,1,12,4
OTRO DE INTERÉS,5,1,2,25,66,5
OTRO DE INTERÉS,5,0,2,25,66,5
OTRO DE INTERÉS,2,0,3,51,66,4
OTRO DE INTERÉS,2,0,2,22,66,4
OTRO DE INTERÉS,5,1,0,3,66,4
OTRO DE INTERÉS,5,0,3,53,66,5
OTRO DE INTERÉS,2,0,2,30,66,4
OTRO DE INTERÉS,5,0,1,16,66,4
OTRO DE INTERÉS,5,1,2,19,66,4
OTRO DE INTERÉS,5,0,2,27,12,4
OTRO DE INTERÉS,5,1,2,30,66,5
OTRO DE INTERÉS,5,0,2,22,66,5
OTRO DE INTERÉS,5,0,0,6,66,4
OTRO DE INTERÉS,5,0,2,19,12,5
OTRO DE INTERÉS,5,1,1,17,12,5
OTRO DE INTERÉS,5,1,0,6,12,4
OTRO DE INTERÉS,5,0,3,36,12,5
OTRO DE INTERÉS,5,1,3,35,12,5
OTRO DE INTERÉS,5,1,1,16,12,4
OTRO DE INTERÉS,5,1,1,13,12,6
OTRO DE INTERÉS,5,1,0,9,12,5
OTRO DE INTERÉS,5,1,0,1,12,4
SOLICITANTE DE ASILO,9,1,3,32,12,5
SOLICITANTE DE ASILO,9,0,2,29,12,5
SOLICITANTE DE ASILO,9,1,0,7,12,4
OTRO DE INTERÉS,5,1,3,44,12,5
OTRO DE INTERÉS,2,0,2,28,15,0
REFUGIADO,0,0,3,36,12,4
OTRO DE INTERÉS,5,0,3,39,12,5
OTRO DE INTERÉS,5,0,4,75,12,4
OTRO DE INTERÉS,2,1,2,30,15,2
REFUGIADO,0,0,0,11,12,4
OTRO DE INTERÉS,5,0,0,4,12,4
OTRO DE INTERÉS,5,0,0,3,12,4
OTRO DE INTERÉS,2,1,3,36,12,4
OTRO DE INTERÉS,2,0,2,21,12,2
OTRO DE INTERÉS,2,0,0,3,12,2
SOLICITANTE DE ASILO,3,0,0,8,12,4
OTRO DE INTERÉS,2,1,2,24,12,4
OTRO DE INTERÉS,2,1,2,30,12,4
OTRO DE INTERÉS,2,1,3,40,12,5
OTRO DE INTERÉS,2,1,3,49,66,4
OTRO DE INTERÉS,5,0,3,31,12,4
OTRO DE INTERÉS,2,0,2,29,12,2
SOLICITANTE DE ASILO,1,1,3,32,12,4
OTRO DE INTERÉS,2,1,0,3,12,2
SOLICITANTE DE ASILO,9,1,3,43,12,5
OTRO DE INTERÉS,5,1,1,12,12,4
OTRO DE INTERÉS,5,1,0,10,12,4
OTRO DE INTERÉS,2,1,3,45,66,4
NO DE INTERÉS,0,0,2,28,66,5
SOLICITANTE DE ASILO,9,1,3,31,12,5
NO DE INTERÉS,0,1,2,25,66,5
NO DE INTERÉS,0,0,0,4,66,4
OTRO DE INTERÉS,2,1,3,55,12,5
OTRO DE INTERÉS,5,0,2,24,66,5
OTRO DE INTERÉS,5,1,2,27,66,5
OTRO DE INTERÉS,5,1,0,5,66,4
OTRO DE INTERÉS,5,0,0,3,0,4
OTRO DE INTERÉS,2,0,3,31,12,5
OTRO DE INTERÉS,2,1,2,27,12,2
OTRO DE INTERÉS,2,1,1,14,12,2
OTRO DE INTERÉS,2,1,0,11,12,2
OTRO DE INTERÉS,2,1,0,8,12,2
OTRO DE INTERÉS,5,1,2,20,12,4
OTRO DE INTERÉS,2,1,0,3,12,2
OTRO DE INTERÉS,5,1,3,36,12,5
NO DE INTERÉS,9,1,3,46,12,5
NO DE INTERÉS,2,1,3,33,7,2
OTRO DE INTERÉS,5,0,3,35,12,5
OTRO DE INTERÉS,0,1,2,22,66,4
OTRO DE INTERÉS,5,1,1,13,12,4
OTRO DE INTERÉS,0,0,2,23,66,4
OTRO DE INTERÉS,3,1,3,38,12,0
OTRO DE INTERÉS,0,1,0,0,66,4
OTRO DE INTERÉS,5,0,0,8,12,4
OTRO DE INTERÉS,0,0,0,3,66,4
OTRO DE INTERÉS,0,1,0,5,66,4
OTRO DE INTERÉS,3,0,3,36,12,0
OTRO DE INTERÉS,3,1,0,6,12,2
OTRO DE INTERÉS,3,0,2,26,12,0
OTRO DE INTERÉS,3,1,2,30,12,2
OTRO DE INTERÉS,5,0,2,29,12,5
OTRO DE INTERÉS,5,0,0,4,12,4
OTRO DE INTERÉS,5,1,3,42,12,5
OTRO DE INTERÉS,3,0,2,25,12,4
OTRO DE INTERÉS,5,0,2,29,66,4
OTRO DE INTERÉS,3,1,2,26,12,4
OTRO DE INTERÉS,3,1,0,3,12,4
OTRO DE INTERÉS,5,0,0,6,66,4
OTRO DE INTERÉS,5,0,1,12,66,4
OTRO DE INTERÉS,9,1,2,20,12,4
OTRO DE INTERÉS,9,1,0,1,12,2
OTRO DE INTERÉS,5,0,3,40,12,4
OTRO DE INTERÉS,5,0,1,15,12,4
OTRO DE INTERÉS,5,1,0,7,12,4
OTRO DE INTERÉS,3,0,3,49,12,4
OTRO DE INTERÉS,5,1,2,22,12,4
OTRO DE INTERÉS,5,1,3,52,66,5
OTRO DE INTERÉS,5,0,3,53,66,5
OTRO DE INTERÉS,5,1,2,30,12,5
OTRO DE INTERÉS,5,0,3,36,12,5
OTRO DE INTERÉS,5,1,0,0,12,4
OTRO DE INTERÉS,5,1,0,8,12,4
OTRO DE INTERÉS,5,1,3,31,66,4
OTRO DE INTERÉS,5,2,2,28,66,5
OTRO DE INTERÉS,5,0,3,36,15,4
OTRO DE INTERÉS,2,0,2,27,12,5
OTRO DE INTERÉS,2,1,0,1,12,2
OTRO DE INTERÉS,5,1,2,25,66,5
OTRO DE INTERÉS,5,2,2,23,66,5
OTRO DE INTERÉS,5,0,2,22,66,5
OTRO DE INTERÉS,5,1,0,3,66,4
OTRO DE INTERÉS,5,0,0,5,66,4
OTRO DE INTERÉS,2,0,3,43,66,4
OTRO DE INTERÉS,2,1,3,46,66,2
OTRO DE INTERÉS,2,1,1,12,66,2
OTRO DE INTERÉS,1,0,0,6,12,2
OTRO DE INTERÉS,1,0,1,16,12,4
OTRO DE INTERÉS,1,0,1,12,12,4
OTRO DE INTERÉS,1,0,0,11,12,4
OTRO DE INTERÉS,5,0,2,27,62,4
OTRO DE INTERÉS,5,0,3,54,62,4
OTRO DE INTERÉS,5,0,3,31,12,5
OTRO DE INTERÉS,5,1,3,35,12,5
OTRO DE INTERÉS,5,0,1,15,12,4
OTRO DE INTERÉS,5,0,0,11,12,4
OTRO DE INTERÉS,5,0,0,9,12,4
OTRO DE INTERÉS,5,0,0,0,12,4
OTRO DE INTERÉS,5,1,3,31,12,5
OTRO DE INTERÉS,5,0,3,32,12,5
OTRO DE INTERÉS,5,0,0,7,12,5
OTRO DE INTERÉS,5,1,0,10,12,4
OTRO DE INTERÉS,5,1,0,1,12,4
OTRO DE INTERÉS,5,1,0,11,12,4
SOLICITANTE DE ASILO,5,1,2,24,12,5
SOLICITANTE DE ASILO,5,1,1,16,12,4
SOLICITANTE DE ASILO,5,1,1,14,12,4
SOLICITANTE DE ASILO,5,0,1,12,12,4
OTRO DE INTERÉS,5,0,1,17,12,4
OTRO DE INTERÉS,5,1,2,29,12,4
OTRO DE INTERÉS,2,0,2,28,66,2
SOLICITANTE DE ASILO,1,0,3,55,12,4
OTRO DE INTERÉS,2,0,2,21,66,2
OTRO DE INTERÉS,2,1,3,38,12,2
SOLICITANTE DE ASILO,1,1,0,11,12,2
OTRO DE INTERÉS,5,0,2,30,66,5
OTRO DE INTERÉS,1,0,3,32,12,4
OTRO DE INTERÉS,1,1,0,10,12,2
OTRO DE INTERÉS,5,1,3,33,12,2
OTRO DE INTERÉS,5,0,2,27,15,4
OTRO DE INTERÉS,5,1,2,25,15,4
OTRO DE INTERÉS,2,0,3,35,12,4
OTRO DE INTERÉS,1,0,1,16,12,4
OTRO DE INTERÉS,2,1,2,29,66,2
OTRO DE INTERÉS,5,0,2,27,12,0
OTRO DE INTERÉS,5,0,0,8,12,4
OTRO DE INTERÉS,2,1,3,38,66,4
OTRO DE INTERÉS,5,0,1,13,66,4
OTRO DE INTERÉS,2,1,3,39,66,2
OTRO DE INTERÉS,5,0,0,4,12,4
OTRO DE INTERÉS,5,0,0,6,66,4
OTRO DE INTERÉS,2,1,3,64,12,2
OTRO DE INTERÉS,2,0,3,33,66,2
OTRO DE INTERÉS,5,1,2,26,12,2
OTRO DE INTERÉS,5,1,0,6,12,4
OTRO DE INTERÉS,5,1,1,16,12,4
OTRO DE INTERÉS,5,0,3,37,12,4
OTRO DE INTERÉS,5,0,1,13,12,4
OTRO DE INTERÉS,5,0,0,10,12,4
OTRO DE INTERÉS,5,1,0,8,12,4
OTRO DE INTERÉS,5,0,0,5,12,4
OTRO DE INTERÉS,5,0,3,57,12,4
OTRO DE INTERÉS,5,1,2,28,12,4
OTRO DE INTERÉS,5,0,1,13,12,4
OTRO DE INTERÉS,5,1,0,7,12,4
NO DE INTERÉS,9,1,2,28,12,4
OTRO DE INTERÉS,5,1,1,13,12,4
OTRO DE INTERÉS,5,0,2,27,66,4
OTRO DE INTERÉS,5,1,0,9,66,4
OTRO DE INTERÉS,5,0,0,4,66,4
OTRO DE INTERÉS,5,1,3,53,12,4
OTRO DE INTERÉS,5,1,3,37,12,4
SOLICITANTE DE ASILO,5,1,4,83,12,4
OTRO DE INTERÉS,5,1,3,57,15,4
SOLICITANTE DE ASILO,5,0,0,6,12,4
OTRO DE INTERÉS,2,0,3,34,66,2
SOLICITANTE DE ASILO,1,1,0,5,12,4
OTRO DE INTERÉS,2,1,3,52,66,2
OTRO DE INTERÉS,5,0,2,24,12,4
OTRO DE INTERÉS,5,0,0,8,12,4
OTRO DE INTERÉS,2,0,1,15,66,2
OTRO DE INTERÉS,2,1,1,13,66,2
OTRO DE INTERÉS,5,1,2,29,12,5
OTRO DE INTERÉS,2,1,3,54,66,2
OTRO DE INTERÉS,5,0,3,43,10,4
OTRO DE INTERÉS,5,0,2,26,12,5
OTRO DE INTERÉS,5,1,0,9,10,4
OTRO DE INTERÉS,5,0,0,4,12,4
OTRO DE INTERÉS,5,0,0,3,12,4
OTRO DE INTERÉS,5,0,2,27,12,5
OTRO DE INTERÉS,5,1,2,26,12,5
OTRO DE INTERÉS,5,1,0,1,12,4
OTRO DE INTERÉS,3,0,2,27,12,4
OTRO DE INTERÉS,5,0,0,3,12,4
OTRO DE INTERÉS,3,1,0,5,12,4
OTRO DE INTERÉS,3,0,2,20,12,4
OTRO DE INTERÉS,3,0,3,62,12,4
OTRO DE INTERÉS,5,1,2,24,12,5
OTRO DE INTERÉS,5,1,0,3,12,4
OTRO DE INTERÉS,3,0,2,18,12,4
OTRO DE INTERÉS,5,0,2,29,12,4
OTRO DE INTERÉS,5,0,2,21,12,4
OTRO DE INTERÉS,5,0,2,23,66,4
OTRO DE INTERÉS,5,0,0,3,66,4
OTRO DE INTERÉS,5,1,0,5,66,4
OTRO DE INTERÉS,0,0,3,40,66,4
OTRO DE INTERÉS,0,0,0,7,66,4
OTRO DE INTERÉS,0,0,0,5,66,4
OTRO DE INTERÉS,5,1,2,21,66,4
OTRO DE INTERÉS,5,0,2,22,66,5
OTRO DE INTERÉS,5,1,2,25,66,5
OTRO DE INTERÉS,5,0,0,0,66,4
SOLICITANTE DE ASILO,9,1,2,26,12,0
SOLICITANTE DE ASILO,9,0,2,21,12,0
SOLICITANTE DE ASILO,9,0,1,17,12,4
OTRO DE INTERÉS,5,0,3,39,12,4
OTRO DE INTERÉS,2,0,3,46,12,2
OTRO DE INTERÉS,2,0,3,31,66,2
OTRO DE INTERÉS,5,0,1,17,12,4
OTRO DE INTERÉS,5,1,1,14,12,4
OTRO DE INTERÉS,2,0,1,14,66,2
OTRO DE INTERÉS,5,1,0,2,12,4
OTRO DE INTERÉS,2,0,1,12,66,2
OTRO DE INTERÉS,2,0,0,9,66,2
OTRO DE INTERÉS,2,1,0,5,66,2
OTRO DE INTERÉS,2,1,2,18,66,4
OTRO DE INTERÉS,2,1,3,40,66,2
OTRO DE INTERÉS,2,0,3,36,66,2
OTRO DE INTERÉS,2,1,1,14,66,2
OTRO DE INTERÉS,2,1,1,13,66,2
OTRO DE INTERÉS,2,0,0,9,66,2
OTRO DE INTERÉS,2,1,3,34,12,4
OTRO DE INTERÉS,0,1,2,27,66,4
OTRO DE INTERÉS,2,1,3,31,66,2
OTRO DE INTERÉS,2,0,2,25,66,2
OTRO DE INTERÉS,2,1,2,30,66,2
OTRO DE INTERÉS,2,0,3,48,66,2
OTRO DE INTERÉS,2,0,3,41,12,2
OTRO DE INTERÉS,2,0,3,31,12,2
OTRO DE INTERÉS,5,0,3,37,12,4
OTRO DE INTERÉS,5,0,2,23,12,4
OTRO DE INTERÉS,5,1,2,21,12,4
OTRO DE INTERÉS,5,1,2,29,66,4
OTRO DE INTERÉS,3,1,2,22,12,2
OTRO DE INTERÉS,5,0,3,32,66,4
OTRO DE INTERÉS,3,0,2,29,12,2
OTRO DE INTERÉS,3,0,0,7,12,2
OTRO DE INTERÉS,5,1,3,47,63,4
OTRO DE INTERÉS,3,1,0,1,12,2
OTRO DE INTERÉS,1,1,2,25,12,4
OTRO DE INTERÉS,5,1,2,29,12,4
OTRO DE INTERÉS,5,0,2,28,12,5
OTRO DE INTERÉS,5,1,3,32,12,5
OTRO DE INTERÉS,1,1,3,32,12,4
OTRO DE INTERÉS,5,1,0,4,12,4
OTRO DE INTERÉS,5,1,2,28,12,5
OTRO DE INTERÉS,5,0,3,32,12,5
OTRO DE INTERÉS,5,1,0,5,12,4
OTRO DE INTERÉS,5,0,3,42,12,4
OTRO DE INTERÉS,5,1,0,11,12,4
OTRO DE INTERÉS,2,1,3,41,66,5
OTRO DE INTERÉS,2,0,3,35,66,2
OTRO DE INTERÉS,2,0,3,33,12,2
SOLICITANTE DE ASILO,5,1,0,10,12,4
OTRO DE INTERÉS,1,1,3,35,12,5
OTRO DE INTERÉS,2,1,3,43,12,2
OTRO DE INTERÉS,2,1,0,3,12,2
OTRO DE INTERÉS,2,0,2,27,66,4
OTRO DE INTERÉS,2,1,2,28,66,2
OTRO DE INTERÉS,1,0,2,27,12,4
OTRO DE INTERÉS,2,1,0,8,66,2
OTRO DE INTERÉS,2,1,0,5,66,2
OTRO DE INTERÉS,1,0,0,2,12,2
OTRO DE INTERÉS,1,1,0,7,12,2
OTRO DE INTERÉS,2,1,2,27,66,4
OTRO DE INTERÉS,2,0,2,21,66,2
OTRO DE INTERÉS,5,1,3,40,12,5
OTRO DE INTERÉS,5,0,2,23,12,5
OTRO DE INTERÉS,2,1,0,0,66,2
OTRO DE INTERÉS,5,0,0,6,12,4
OTRO DE INTERÉS,5,1,0,4,12,4
OTRO DE INTERÉS,2,0,2,27,66,4
OTRO DE INTERÉS,2,0,0,11,66,2
OTRO DE INTERÉS,2,0,0,6,66,2
OTRO DE INTERÉS,5,1,3,38,12,5
OTRO DE INTERÉS,5,0,3,36,12,5
OTRO DE INTERÉS,5,1,2,19,12,4
OTRO DE INTERÉS,5,0,1,17,12,4
OTRO DE INTERÉS,5,0,1,12,12,4
OTRO DE INTERÉS,3,0,3,53,12,4
OTRO DE INTERÉS,3,1,3,32,12,2
OTRO DE INTERÉS,5,1,0,10,12,4
OTRO DE INTERÉS,5,0,0,4,12,4
OTRO DE INTERÉS,3,1,3,42,12,2
OTRO DE INTERÉS,3,1,2,28,12,4
SOLICITANTE DE ASILO,5,0,4,71,12,4
OTRO DE INTERÉS,5,0,3,53,12,5
OTRO DE INTERÉS,3,1,2,23,12,2
OTRO DE INTERÉS,5,1,3,60,12,5
OTRO DE INTERÉS,3,0,2,18,65,4
SOLICITANTE DE ASILO,9,1,3,40,12,5
OTRO DE INTERÉS,3,2,2,30,66,2
OTRO DE INTERÉS,3,0,3,34,12,2
OTRO DE INTERÉS,2,0,3,44,12,4
OTRO DE INTERÉS,2,0,3,38,66,2
OTRO DE INTERÉS,5,0,2,24,66,5
OTRO DE INTERÉS,5,1,2,27,66,5
OTRO DE INTERÉS,2,1,1,15,66,2
OTRO DE INTERÉS,5,0,0,3,66,4
OTRO DE INTERÉS,5,0,0,1,66,4
OTRO DE INTERÉS,2,1,1,14,12,2
OTRO DE INTERÉS,2,0,1,12,12,2
OTRO DE INTERÉS,3,0,2,30,66,2
OTRO DE INTERÉS,0,1,3,55,66,4
OTRO DE INTERÉS,2,0,0,4,66,2
OTRO DE INTERÉS,3,1,0,9,66,2
OTRO DE INTERÉS,3,1,0,11,66,2
OTRO DE INTERÉS,3,1,3,36,66,2
OTRO DE INTERÉS,2,0,2,20,66,4
OTRO DE INTERÉS,0,1,3,39,66,4
OTRO DE INTERÉS,2,1,0,1,66,2
OTRO DE INTERÉS,5,0,3,32,66,4
OTRO DE INTERÉS,2,0,0,5,66,2
OTRO DE INTERÉS,5,1,0,2,12,4
OTRO DE INTERÉS,2,1,2,25,12,5
OTRO DE INTERÉS,2,0,2,27,66,4
OTRO DE INTERÉS,5,1,2,26,12,4
OTRO DE INTERÉS,0,0,3,60,66,4
OTRO DE INTERÉS,2,1,0,11,66,2
OTRO DE INTERÉS,0,1,3,31,66,4
OTRO DE INTERÉS,2,1,0,9,66,2
OTRO DE INTERÉS,3,0,2,22,66,2
OTRO DE INTERÉS,5,0,3,39,15,4
OTRO DE INTERÉS,0,0,2,26,66,4
OTRO DE INTERÉS,5,0,0,8,15,4
OTRO DE INTERÉS,0,0,2,27,66,4
OTRO DE INTERÉS,0,0,0,6,66,4
OTRO DE INTERÉS,0,1,0,3,66,4
OTRO DE INTERÉS,5,0,3,35,66,4
OTRO DE INTERÉS,0,1,3,40,66,4
NO DE INTERÉS,2,1,3,35,66,4
OTRO DE INTERÉS,0,0,0,5,66,4
NO DE INTERÉS,2,0,0,6,66,2
OTRO DE INTERÉS,0,1,0,3,66,4
OTRO DE INTERÉS,5,1,0,5,66,4
OTRO DE INTERÉS,0,1,2,25,66,4
OTRO DE INTERÉS,0,0,2,19,66,4
OTRO DE INTERÉS,5,1,0,1,12,4
OTRO DE INTERÉS,5,0,0,11,66,4
OTRO DE INTERÉS,5,1,3,37,66,4
OTRO DE INTERÉS,0,1,4,68,66,4
OTRO DE INTERÉS,5,0,3,35,66,4
OTRO DE INTERÉS,5,0,2,22,12,4
OTRO DE INTERÉS,5,0,0,0,12,4
NO DE INTERÉS,0,1,3,60,66,5
OTRO DE INTERÉS,5,0,2,24,66,4
NO DE INTERÉS,0,0,3,55,66,5
OTRO DE INTERÉS,5,1,0,1,66,4
OTRO DE INTERÉS,5,1,0,2,66,4
OTRO DE INTERÉS,5,1,0,3,66,4
NO DE INTERÉS,0,0,2,27,66,5
OTRO DE INTERÉS,5,0,0,5,66,4
NO DE INTERÉS,0,1,3,35,66,5
NO DE INTERÉS,9,0,3,39,12,4
NO DE INTERÉS,0,1,0,5,66,4
NO DE INTERÉS,9,1,0,10,12,4
NO DE INTERÉS,9,1,0,0,12,4
OTRO DE INTERÉS,2,0,3,33,66,4
OTRO DE INTERÉS,0,1,3,46,66,4
OTRO DE INTERÉS,0,0,3,36,66,5
OTRO DE INTERÉS,0,0,3,38,66,4
NO DE INTERÉS,0,1,2,18,66,4
OTRO DE INTERÉS,2,1,3,47,66,4
NO DE INTERÉS,0,1,1,16,66,4
OTRO DE INTERÉS,2,0,1,14,66,4
NO DE INTERÉS,0,1,0,6,66,4
OTRO DE INTERÉS,0,0,2,29,66,4
REFUGIADO,1,1,1,16,12,4
OTRO DE INTERÉS,0,1,2,28,66,4
OTRO DE INTERÉS,0,0,0,2,66,4
OTRO DE INTERÉS,2,0,3,37,12,4
REFUGIADO,2,1,3,31,12,5
REFUGIADO,2,0,2,25,12,5
OTRO DE INTERÉS,2,1,1,15,12,4
REFUGIADO,2,0,0,5,12,4
OTRO DE INTERÉS,0,1,0,1,66,4
SOLICITANTE DE ASILO,0,1,2,23,66,4
OTRO DE INTERÉS,5,1,3,38,12,5
OTRO DE INTERÉS,5,0,2,30,12,5
REFUGIADO,5,0,2,27,12,4
REFUGIADO,5,1,0,6,12,4
REFUGIADO,3,0,3,45,12,0
REFUGIADO,5,1,3,32,12,4
OTRO DE INTERÉS,5,0,0,9,12,5
REFUGIADO,3,0,1,17,12,4
OTRO DE INTERÉS,5,1,0,6,12,4
OTRO DE INTERÉS,0,1,2,26,66,4
SOLICITANTE DE ASILO,5,1,0,11,12,4
OTRO DE INTERÉS,5,1,0,1,12,4
OTRO DE INTERÉS,0,0,2,21,66,4
OTRO DE INTERÉS,0,1,2,29,66,4
OTRO DE INTERÉS,1,0,3,47,12,4
SOLICITANTE DE ASILO,5,0,3,51,12,4
SOLICITANTE DE ASILO,1,0,2,28,12,5
SOLICITANTE DE ASILO,1,1,3,49,12,5
SOLICITANTE DE ASILO,1,0,0,8,12,4
SOLICITANTE DE ASILO,1,1,0,4,12,4
SOLICITANTE DE ASILO,1,0,0,2,12,4
OTRO DE INTERÉS,5,1,3,37,66,4
OTRO DE INTERÉS,5,0,3,35,12,4
OTRO DE INTERÉS,5,1,1,12,12,4
OTRO DE INTERÉS,5,1,1,12,66,4
OTRO DE INTERÉS,5,1,3,35,12,4
NO DE INTERÉS,5,0,3,39,66,4
NO DE INTERÉS,5,0,1,15,66,4
NO DE INTERÉS,5,0,0,8,66,4
OTRO DE INTERÉS,2,0,3,39,12,4
OTRO DE INTERÉS,2,1,3,33,12,5
OTRO DE INTERÉS,5,0,3,34,12,5
NO DE INTERÉS,2,0,2,29,66,4
NO DE INTERÉS,5,1,3,36,12,4
OTRO DE INTERÉS,5,1,3,44,12,5
OTRO DE INTERÉS,2,0,3,37,66,4
OTRO DE INTERÉS,0,0,3,36,12,4
NO DE INTERÉS,5,0,2,25,15,4
NO DE INTERÉS,2,0,0,6,66,4
OTRO DE INTERÉS,0,1,0,9,12,4
OTRO DE INTERÉS,5,0,1,16,12,4
OTRO DE INTERÉS,5,1,3,37,66,4
OTRO DE INTERÉS,2,0,1,15,66,4
